Title,Service_Request_Count,Percentage
VWITS_Please add following KIRA V:V-UNIXWOB,1,0.0
VWITS_Please add following KIRA V:V-UNIXWOB to userid TT9E4FC,1,0.0
VWITS_Please add following KIRA V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_Please add following KIRA V:VWAG_COCOADEVSTACK_RDR to userid TT9E4FC,1,0.0
VWITS_Please add following KIRA V:VWAG_COCOADEV_RDR,1,0.0
VWITS_Please add following KIRA V:VWAG_ECD_OC_DEV,1,0.0
VWITS_Please add following KIRA V:VWAG_ECD_OC_DEVOPS,1,0.0
VWITS_Please add following KIRA V:VWAG_ECD_USER,1,0.0
VWITS_Please add following KIRA V:VWAG_ECD_USER_T,1,0.0
VWITS_Please add following KIRA V:VWAG_GROUPFIND_USER,1,0.0
VWITS_Please add following KIRA V:VWAG_InternalX,1,0.0
VWITS_Please add following KIRA V:VWAG_NAD_PERSONAL_MAILBOX,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to W7OIJY3,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid <GDNXUG6>,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid A80W7OL,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid EJYY2V7,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid FKQO3CT,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid TODXDMB,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid WAQIQVG,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid WBWKO4K,1,0.0
VWITS_Please add following KIRA V:VWAG_NBHB_USER to userid wbwko4k,1,0.0
VWITS_Please add following KIRA V:VWAG_NEW_AD,1,0.0
VWITS_Please add following KIRA V:VWAG_VWDMS_USER,1,0.0
VWITS_Please add following KIRA V:VWAG_VWDMS_USER to userid WBWKO4K,1,0.0
VWITS_Please add following KIRA VWAG_COCOADEV_RDR to userid TT9E4FC,1,0.0
VWITS_Please add following KIRA VWAG_HOLGER_OC_ADVANCED,1,0.0
VWITS_Please add me in location DL group,1,0.0
VWITS_Please add me self service portal,1,0.0
VWITS_Please add me to mentioned group V:V-UNIXWOB,1,0.0
VWITS_Please add me to mentioned groups  V:V-UNIXWOB,1,0.0
VWITS_Please add me to mentioned groups V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_Please add me to mentioned groups V:VWAG_COCOADEVSTACK_RDR and V:V-UNIXWOB,1,0.0
VWITS_Please add me to mentioned groups  V:V-UNIXWOB,1,0.0
VWITS_Please add me to the following group for project,1,0.0
"VWITS_Please add me to these VW confluence groups ""cgm-vwits-clouddevops-sdc"" and ""cgm-vwits-user"" .",1,0.0
VWITS_Please add mentioned KIRA Resources : -\tV:VWAG_VWDMS_,1,0.0
VWITS_Please add my id to confluence group: cgm-vwits-clouddevops-sdc,1,0.0
VWITS_Please add my legic number - 00424935,1,0.0
VWITS_Please add my user to the Bangalore DL : Digital Solutions IN DL BLR <VWITS.BLR@volkswagen.co.in>,1,0.0
VWITS_Please add printer in my Laptop,1,0.0
VWITS_Please add secondary owner to all the cloud DLs as per the below table,1,0.0
VWITS_Please add the   V:VWAG_NBHB_USER  KIRA resources to the account,1,0.0
VWITS_Please add the  V:VWAG_VWDMS_USER    KIRA resources to the account,1,0.0
VWITS_Please add the following KIRA resources to the account id  G42YJD8,1,0.0
VWITS_Please add the following KIRA resources to the account id (AAFWHSK).  V:VWAG_SERVICECENTER_USER V:VWAG_SMILE V:VWAG_AD_APAC V:VWAG_APAC_AD V:VWAG_CMDB_VW_USER,1,0.0
VWITS_Please add the following KIRA resources to the account id AP9Q63N V:V-DORIS,1,0.0
VWITS_Please add the following KIRA resources to the account id AP9Q63N V:V-UNIXWOB,1,0.0
VWITS_Please add the following KIRA resources to the account id AP9Q63N V:VWAG_NBHB_USER,1,0.0
VWITS_Please add the following KIRA resources to the account id AP9Q63N V:VWAG_VWDMS_USER,1,0.0
VWITS_Please add the following KIRA resources to the account id AP9Q63N VWAG_COCOADEV_RDR,1,0.0
VWITS_Please add the following KIRA resources to the account id EXD8CU8,1,0.0
VWITS_Please add the following KIRA resources to the account id FKMADQT V:VWAG_NBHB_USER,1,0.0
VWITS_Please add the following KIRA resources to the given id.,1,0.0
VWITS_Please add this KIRA Resource V:VWAG_ALM_USR on DAB55DN,1,0.0
VWITS_Please add this KIRA Resource V:VWAG_NBHB_USER on DAB55DN,1,0.0
VWITS_Please add this KIRA Resource VWAG_SPEAK on DAB55DN,1,0.0
VWITS_Please add this KIRA resource for my CyberArk account V:VWAG_AD_VWG,1,0.0
"VWITS_Please add this kira role \""V:VWAG_SMILE\""",1,0.0
"VWITS_Please add this link to hostfile in VW laptop \""https://vwits.scania.com/logon/LogonPoint/index.html\""",1,0.0
VWITS_Please add two email id,1,0.0
VWITS_Please add user details and allow email inbox send/receive,1,0.0
VWITS_Please allocate E3 License to the system account,1,0.0
VWITS_Please allocate the manage engine license for hostname,1,0.0
VWITS_Please allow access of manage engine. softwares are not showing in self service portal.,1,0.0
VWITS_Please allow me to have an access to a SAP SuccessFactor,1,0.0
VWITS_Please allow the access for KIRA resource V:VWAG_NAD_PERSONAL,1,0.0
VWITS_Please allow to download VS code studio,1,0.0
VWITS_Please apply earned leave for my ID FGRVI9Q on 15th December and 16th December 2025 in success factor,1,0.0
VWITS_Please apply my earned leave for 27 May and 28 May 2025,1,0.0
"VWITS_Please assign ( O365 E3 License) on PA-SERVICE.PowerPlatform.PD-SERVICE.POWERCO_AUDIT@volkswagengroup.onmicrosoft.com,PA-SERVICE.PowerPlatform.PD-SERVICE.PCOSHIFT@volkswagengroup.onmicrosoft.com,PA-SERVICE.PowerPlatform.PD-SERVICE.OPSANALYTICS@volks",1,0.0
VWITS_Please assign HDMI cable for my lenovo thinkpad,1,0.0
VWITS_Please assign KIRA resource for the user,1,0.0
VWITS_Please assign V:VWAG_KEFA_ADMIN_TOOL to W1UW0OP,1,0.0
VWITS_Please assign V:VWAG_KEFA_WEBSERVICES to W1UW0OP,1,0.0
VWITS_Please assign V:VWAG_KEFA_WEB_TOOL to W1UW0OP,1,0.0
VWITS_Please assign V:VWAG_PROZESSAUDIT to W1UW0OP,1,0.0
VWITS_Please assign VWAG_TAM_AUTOCREATE to W1UW0OP,1,0.0
VWITS_Please assign VWAG_VECED_USER to W1UW0OP,1,0.0
"VWITS_Please assign mentioned kira resource to \\\""EAMBF63\\\"" HArsh KIRA Resource :-V:VWAG_NBHB_USER V:VWAG_VWDMS_USER V:V-UNIXWOB V:V-DORIS V:VWAG_COCOADEVSTACK_RDR V:VWAG_ALM_USR VWAG_SERVICECENTER_USER VWAG_SPEAK",1,0.0
VWITS_Please assign mentioned kira resource to below User ID : SJNBG56,1,0.0
VWITS_Please assign mentioned kira resource to below user,1,0.0
"VWITS_Please assign role : Type UNIXWOB, personal Unix-User KAM resources",1,0.0
VWITS_Please assign the KIRA roles - VWAG_MYORDER_USER and V:VWAG_NBHB_USER,1,0.0
"VWITS_Please assign the \""V:VWAG_ALM_USR\"" to UQ07NX0",1,0.0
VWITS_Please assign the resource V-B2B-EXPORT and resource V-B2B-INT to DHQPU65,1,0.0
VWITS_Please assign the resource V-B2B-EXPORT to VJTV6IY,1,0.0
VWITS_Please assign the role: V-B2B-EXPORT - B2B,1,0.0
VWITS_Please assign this ticket to group GITC BP Devops AWS Support VW Group,1,0.0
VWITS_Please assist in MAC binding to new MAC Address,1,0.0
VWITS_Please assist in installing Virtual Smart Card application on my laptop,1,0.0
VWITS_Please assist me in creating a virtual PKI card for my systems.,1,0.0
VWITS_Please change owner of the service account (R02\\AJCR6QT) from Ashish Paretha to Amit Ranjan Dutta,1,0.0
VWITS_Please check and let me know if SC3 access given to BOT ID,1,0.0
VWITS_Please complete HostName Binding with provided IP Address. This Machine is Upgraded with Windows 11 OS. Host Name:,1,0.0
VWITS_Please configure PKI Card Digital Signature PIN,1,0.0
VWITS_Please configure Virtual Smart Card (VSC ),1,0.0
VWITS_Please configure color print on my system,1,0.0
VWITS_Please configure printer on my system,1,0.0
VWITS_Please configure smart card on company provided mobile phone,1,0.0
VWITS_Please configure the Virtual smart card for my laptop,1,0.0
VWITS_Please correct emails of the following employees CZE Branch Office and also correct in SF: from vclav.konejl@volkswagen.co.in to correct to vaclav.konejl@volkswagen.co.in and from jan.voptko@volkswagen.co.in to correct to jan.vopratko@volkswagen.co.,1,0.0
VWITS_Please create DevStack Account,1,0.0
VWITS_Please create T1 Admin account in Old AD : apac.vwg domain.,1,0.0
"VWITS_Please create a Sprite Account for me to access Trellix Console for DLP Implimentation ,",1,0.0
"VWITS_Please create a new DevStack instance for our project as \""Digital IT\"".",1,0.0
"VWITS_Please create a new MacBook group for the 9790 entity, specifically for devices starting with IIINPNQ. Additionally, assign all required Data Loss Prevention (DLP) policies to this group.",1,0.0
VWITS_Please create a request for  “COCOA DEVSTACK RESOURCE”,1,0.0
VWITS_Please create a service account ( Referrence - PA-SERVICE.PowerPlatform.PD-SERVICE.PCOSHIFT@volkswagengroup.onmicrosoft.com [This is only to use as referrence]). New service Account name should be PA-SERVICE.PowerPlatform.PD-SERVICE.OPSANALYTICS@vol,1,0.0
VWITS_Please create a service account ( Referrence - PA-SERVICE.PowerPlatform.PD-SERVICE.PCOSHIFT@volkswagengroup.onmicrosoft.com [This is only to use as referrence]). New service Account name should be PA-SERVICE.PowerPlatform.PD-SERVICE.TEAMDEV-ENV@volk,1,0.0
VWITS_Please create an SSL Certificate from attached CSR,1,0.0
VWITS_Please create the certificate.,1,0.0
"VWITS_Please created Email DL ( VWITS_DL_RPA_REVIEW \""VWITS-RPAREVIEW@volkswagen.co.in\"" ). Include  email Id Deshbag, Roshan (VWITS India I-GB-P) <roshan.deshbag@volkswagen.co.in>; Kirti, Shruti (VWITS India I-GB-P) <shruti.kirti@volkswagen.co.in>; Thaku",1,0.0
VWITS_Please disable my SIM ( number as followed) 7391041708),1,0.0
VWITS_Please enable Adobe sign access for me,1,0.0
VWITS_Please enable IIS for my system,1,0.0
VWITS_Please enable PKI card virtually,1,0.0
VWITS_Please enable PKI enabled without inserting access card in my system,1,0.0
VWITS_Please enable devstack.( https://devstack.vwgroup.com/),1,0.0
VWITS_Please enable telnet fetcher for my Laptop,1,0.0
VWITS_Please extend my user ID for the below KIRA resources.,1,0.0
VWITS_Please find approval mail,1,0.0
VWITS_Please find attached CSR file and provide the certificate.,1,0.0
"VWITS_Please find attached CSR files, and provide us with the SSL certificates. Following is the resource mailbox :",1,0.0
VWITS_Please find attached duly singed form for the access of MS teams recoding.,1,0.0
VWITS_Please find my HSBC bank account details,1,0.0
VWITS_Please generate SSL certificate,1,0.0
VWITS_Please get me access to JIRA and Confluence for myServ,1,0.0
VWITS_Please get me access to JIRA and Confluence for myServe.,1,0.0
VWITS_Please give HDMI table to connect laptop with monitor,1,0.0
VWITS_Please give access for Devstack.,1,0.0
"VWITS_Please give teh access of Confluence and JIRA for Surya, Shreerang, Vaibhav, Sneha Shree.",1,0.0
VWITS_Please grandt JIRA access,1,0.0
VWITS_Please grant KIRA resource V:VWAG_COCOADEV_RDR,1,0.0
VWITS_Please grant KIRA resource V:VWAG_VWDMS_USER,1,0.0
VWITS_Please grant SMILE access,1,0.0
VWITS_Please grant access for VWAG_CERA_USER group for CERA project.,1,0.0
VWITS_Please grant access of V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_Please grant access on Pulse board,1,0.0
VWITS_Please grant access on VWITS project in Jira : https://jira.wob.vw.vwg:8443/,1,0.0
VWITS_Please grant access to KIRA resource V:VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_Please grant access to all devstack service,1,0.0
VWITS_Please grant access to this Jira board,1,0.0
VWITS_Please grant devstack access,1,0.0
VWITS_Please grant me COCOA Devstack access for project.,1,0.0
VWITS_Please grant me PRINTER access for Black and White print access.,1,0.0
VWITS_Please grant me access of SC3 portal and let me know if any other details are required.,1,0.0
"VWITS_Please grant/provide virtual access to me for accessing applications like JIRA, etc.",1,0.0
VWITS_Please help and assign the role: V-B2B-EXPORT - B2B to below mentioned user,1,0.0
VWITS_Please help me create my virtual PKI card using Smart id application.,1,0.0
VWITS_Please help me install Git latest version,1,0.0
VWITS_Please help me install SAP Secure Login Client Application on laptop,1,0.0
VWITS_Please help me install below softwares:  1. Intellij - latest 2. JDK - 17 3. Git 4. Maven,1,0.0
VWITS_Please help me to install - TortoiseSVN for project need .,1,0.0
VWITS_Please help me to install - winSCP application,1,0.0
VWITS_Please help me to install - winSCP application for project need on priority.,1,0.0
VWITS_Please help me to install : IBM WebSphere Liberty v24.0.0.11,1,0.0
VWITS_Please help me to install Postman and Dbeaver on my System,1,0.0
VWITS_Please help me to install applications for Project need.,1,0.0
VWITS_Please help me to install below software for project requirements:,1,0.0
VWITS_Please help me to install following softwares.,1,0.0
VWITS_Please help me to install software for project requirements:,1,0.0
VWITS_Please help me to setup Environment variable: HTTPS_PROXY http://127.0.0.1:9000 HTTP_PROXY http://127.0.0.1:9000,1,0.0
VWITS_Please help me to uninstall Oracle VirtualBox application.,1,0.0
VWITS_Please help me with Chrome browser installation.,1,0.0
VWITS_Please help me with the Configuration of virtual smart card,1,0.0
VWITS_Please help to change the password.,1,0.0
VWITS_Please help to install keypass software,1,0.0
VWITS_Please help to setup Teams Event.,1,0.0
VWITS_Please help to update VMware Horizon Client,1,0.0
VWITS_Please install,1,0.0
"VWITS_Please install ""Virtual Card"" on my machine.",1,0.0
VWITS_Please install CITRIX with version-Citrix Workspace app 2409.1 for Windows,1,0.0
VWITS_Please install Citrix Workspace app 2409.1 for Windows  in my system.,1,0.0
VWITS_Please install Citrix Workspace app 2409.1 for Windows in my system,1,0.0
VWITS_Please install Citrix Workspace app 2409.1 for Windows in my system.,1,0.0
VWITS_Please install GIT in my laptop with hostname: IIINPUNCLPG0205.,1,0.0
VWITS_Please install Hudson 7th Floor Printer,1,0.0
VWITS_Please install Manage endpoint self service portal in my device,1,0.0
VWITS_Please install ManageEngine in my system,1,0.0
VWITS_Please install Managed engine app on my machine.,1,0.0
VWITS_Please install Microsoft Visio on my laptop,1,0.0
VWITS_Please install Nexus Smart ID - Personal Desktop App.,1,0.0
VWITS_Please install Notepad++ in my system,1,0.0
VWITS_Please install Notepad++ on Client,1,0.0
VWITS_Please install Notpad++,1,0.0
VWITS_Please install Oracle in my laptop-RITM14385660,1,0.0
VWITS_Please install Salesforce CLI in my system.,1,0.0
VWITS_Please install Self service portal,1,0.0
"VWITS_Please install Tomcat version 10.1.47. I already have version 10.1.46 but it is affected version as per \""IMPORTANT SECURITY ADVISORY* Apache Software Foundation - Tomcat Priority 2\"" this email.",1,0.0
"VWITS_Please install VM on my laptop, Device name:-VWVITHLPUB6817",1,0.0
VWITS_Please install VS Code and python on my machine VWVITHLPUB8070,1,0.0
VWITS_Please install VSC on my laptop,1,0.0
VWITS_Please install VSC on my machine.,1,0.0
VWITS_Please install Visual C++(2015-2022) in my system. This is required for EWM Template project.,1,0.0
"VWITS_Please install Visual studio code, notepad++, Self Service portal and aisha bot also on my laptop",1,0.0
"VWITS_Please install \""intelliJ idea community edition\"" for my system.",1,0.0
VWITS_Please install citrix workspace as my laptop change it is not there in current laptop,1,0.0
VWITS_Please install docker desktop in my machine,1,0.0
VWITS_Please install keypass software,1,0.0
VWITS_Please install licensed latest version of intellij idea ultimate and docker desktop,1,0.0
VWITS_Please install me a Keepass,1,0.0
"VWITS_Please install me latest chrome, latest Mozilla Firefox, SAP Logon and Keepass",1,0.0
VWITS_Please install printer on my device for 7th floor,1,0.0
VWITS_Please install putty in my system,1,0.0
VWITS_Please install putty on my system,1,0.0
VWITS_Please install recording access to MS teams,1,0.0
VWITS_Please install self service portal in my system,1,0.0
VWITS_Please install self-service portal for my asset,1,0.0
VWITS_Please install self-service portal on my system with hostname:,1,0.0
VWITS_Please install smart id dekstop,1,0.0
VWITS_Please install some software on urgent basis as it required in my project.,1,0.0
VWITS_Please install the printer on my laptop. Desk No. HUD-06-378,1,0.0
VWITS_Please install virtual PKI Smart Card,1,0.0
VWITS_Please install virtual PKI access,1,0.0
VWITS_Please install virtual smart card,1,0.0
"VWITS_Please install visual studio code, on my laptop, latest version",1,0.0
VWITS_Please install visual studio software in my host...,1,0.0
VWITS_Please intsall the software which were in my previous laptop,1,0.0
"VWITS_Please let know owner for this DL VITI R: Hinjewadi, VWITS Payment Advice <payment.vwits@volkswagen.co.in",1,0.0
VWITS_Please link my account to “apac.vwg” in CyberArk,1,0.0
VWITS_Please make service account - named ( PA-SERVICE.PA-SERVICE.PowerPlatform.PD-SERVICE.QA-ENV@volkswagengroup.onmicrosoft.com) . Please  take reference from  PA-SERVICE.PowerPlatform.PD-SERVICE.OPSANALYTICS@volkswagengroup.onmicrosoft.com. Also assign,1,0.0
VWITS_Please provide DMS Access,1,0.0
VWITS_Please provide KIAR And COCOA resource access for userid A2WG1HG. Please find the attached email for same.,1,0.0
VWITS_Please provide KIRA Access for me (S1B99GE),1,0.0
VWITS_Please provide KIRA access,1,0.0
VWITS_Please provide Printer access to print files from laptop,1,0.0
VWITS_Please provide Read/Write access to below folder \\\\10.105.152.23\\100404_hr_bot  to below mentioned ID  - 1.\tVW\\,1,0.0
VWITS_Please provide Teams recording access,1,0.0
VWITS_Please provide VWAG_SERVICECENTER_USER as Kira access as per the P42M project,1,0.0
VWITS_Please provide a HDMI cable to connect laptop to monitor.,1,0.0
"VWITS_Please provide access following link,,the user FDN1Q2D and AFSGRD9 having same access for your reference",1,0.0
VWITS_Please provide access for  \\\\10.105.152.23\\VWITS-IT-Infra-Automation,1,0.0
"VWITS_Please provide access for COCOA DEVSTACK RESOURCE for mentioned user Email-id: vedaant.yadav@volkswagen.co.in User-id: getlzd7, Also please find the approval email attached.",1,0.0
VWITS_Please provide access for COCOA tool for future tech projects,1,0.0
VWITS_Please provide access for COCOA tools for future tech projects,1,0.0
"VWITS_Please provide access for DevStack, GitHub",1,0.0
VWITS_Please provide access for JFrog Artifactory.,1,0.0
VWITS_Please provide access for SOLMAN/JIRA/CONFLUENCE/SAP,1,0.0
VWITS_Please provide access for the dev stack page: https://devstack.vwgroup.com/confluence/,1,0.0
VWITS_Please provide access to BO reporting in SC3 to my ID UIMXYW7,1,0.0
VWITS_Please provide access to House of Ideas portal,1,0.0
VWITS_Please provide access to JIRA and confluence with role :VWAG_COCOADEVSTACK_RDR,1,0.0
VWITS_Please provide access to KIRA resources,1,0.0
VWITS_Please provide access to Kira roles for user,1,0.0
VWITS_Please provide access to Kira roles for user FUV6PAZ G:G_VWAG_9790_INT_STD V:V-UNIXWOB V:VWAG_BVOCQ_VGUK_MFA V:VWAG_MDM_MSO365_USER V:VWAG_NAD_PERSONAL V:VWAG_NEW_AD V:VWAG_PIM_VWAG_ACCESS V:VWAG_UNS_CDA-INT-GLOBAL V:VWAG_UNS_CDA-ZPA-APP-PROFILE V:V,1,0.0
VWITS_Please provide access to MSForms in Microsoft Office package as we need to take survey from PO.,1,0.0
VWITS_Please provide access to Teams Meeting Recording for Internal Teams Meeting Purpose,1,0.0
"VWITS_Please provide access to \""VWITS\"" project on this Jira in DPP dept",1,0.0
VWITS_Please provide access to below Kira roles:,1,0.0
VWITS_Please provide access to create projects from existing cloud repositories or manually on SonarQube.,1,0.0
VWITS_Please provide access to the KIRA role VWAG_IMS_NOC_ADMIN for mentioned users,1,0.0
VWITS_Please provide admin rights access to new hostname,1,0.0
VWITS_Please provide approval for Following Kira resources: V:VWAG_SERVICECENTER_USER,1,0.0
VWITS_Please provide bitlocker recovery key Key ID,1,0.0
VWITS_Please provide dongle as VW South Africa team is visiting VWITS office till 11/01/2024,1,0.0
VWITS_Please provide following KIRA resources,1,0.0
VWITS_Please provide following KIRA resources: 1) TSO/OMVS 2) V-TSOA-ONL  3) V-CICSW-ONL 4) V-IMST-ONL,1,0.0
VWITS_Please provide me access for COCOA tools for Future Tech projects,1,0.0
VWITS_Please provide me access for COCOA tools for future tech projects,1,0.0
VWITS_Please provide me access for VWITS RPA in JIRA,1,0.0
VWITS_Please provide me the DMS access.,1,0.0
VWITS_Please provide me the access of this shared mailbox,1,0.0
VWITS_Please provide me the asset warranty details for my Machostname: IIINPNQMC004001,1,0.0
VWITS_Please provide me with access on Mendix Platform.,1,0.0
VWITS_Please provide printer access for me on 8th floor,1,0.0
VWITS_Please provide printer and copier access/configuration,1,0.0
VWITS_Please provide the TechProductsBoard2(DHB and IRIS) JIRA board access,1,0.0
VWITS_Please provide the access of FACT Folder to below users.,1,0.0
VWITS_Please provide the access to Jira tool for VWITS project.,1,0.0
VWITS_Please provide the access to Udemy Business Account,1,0.0
VWITS_Please provide the cocoa dev stack access for 'sales and DPA' project,1,0.0
VWITS_Please provide the cocoa devstack  access for GCMP sales and DPA  project,1,0.0
VWITS_Please provide the cocoa devstack access 'GCMP sales and DPA' project,1,0.0
VWITS_Please provide with the JIRA to get it enables in my device.,1,0.0
VWITS_Please provide “V:VWAG_COCOADEVSTACK_RDR” resource access,1,0.0
"VWITS_Please provide/grant virtual access. I need it to access JIRA, and other URLS without PKI Card",1,0.0
VWITS_Please provision a virtual card or smart card credential for web browser authentication for my account.,1,0.0
VWITS_Please push Smart desktop app into my laptop - VWVITHLPUB5302,1,0.0
"VWITS_Please raise a SC3 ticket with below description for the Group : \""Power Platform Support VW Group\""",1,0.0
"VWITS_Please raise a Ticket to add the following KIRA resources to my id \""V:VWAG_BO_OD_USER and V:VWAG_BO_REPUSR\""",1,0.0
VWITS_Please raise a request to IT support team for Uninstalling IntelliJ Software as it is no more in use.,1,0.0
VWITS_Please raise click share configuration change in Hudson 7th floor VIBN lab,1,0.0
"VWITS_Please raise my request with MS O365 Tenant group for Azure Service Account and assign it o365 E3 License, for example \""PA-SERVICE.PowerPlatform.PD-SERVICE.OPSANALYTICS@volkswagengroup.onmicrosoft.com\"".   We do need it to send communication to dif",1,0.0
VWITS_Please reinstall all software from my old tower to new tower machine,1,0.0
VWITS_Please reinstall the putty software,1,0.0
VWITS_Please remove access to shared folder : \\\\vwvircsfs\\Delivery_PDIV\\KSRM Projects.,1,0.0
VWITS_Please renew DLAD account,1,0.0
VWITS_Please replace current mouse as its not working,1,0.0
VWITS_Please reserve 8-Sequential IP address for BZD-DevOPS,1,0.0
VWITS_Please reset one-connect password for below mentioned user,1,0.0
"VWITS_Please restore my Admin Right again as Yesterday, I replaced my old laptop with a new one as per request by IT Team. IT team member told to raise a general ticket mentioning the aprroved ticket number for older laptop, which is REQ10813745 / RITM158",1,0.0
VWITS_Please revoke Prod Application KIRA Resource - VWAG_NG-FAM_USER,1,0.0
VWITS_Please revoke Prod Application KIRA Resources,1,0.0
VWITS_Please revoke the vw-internal SSID access for the below Mac ids:,1,0.0
VWITS_Please revoke the wifi access for SSID : vw-internal  Mac Addresses: •\t84:2F:57:91:82:31,1,0.0
VWITS_Please set up my digital e-signature for e-signing documents,1,0.0
VWITS_Please set up virtual smart card on my device,1,0.0
VWITS_Please setup printer in my laptop,1,0.0
VWITS_Please share a teams recording access request form,1,0.0
VWITS_Please share access on  SQL Server Management Studio (SSMS),1,0.0
"VWITS_Please transfer Blackduck user license as below ,",1,0.0
VWITS_Please transfer the ownership of Servers,1,0.0
VWITS_Please uninstall NPM from my system.,1,0.0
VWITS_Please uninstall node.js and install latest version of node JS,1,0.0
VWITS_Please unlock my QS stage account for KIRA resource V:V-IFA Please loop me in mail if any clarity required,1,0.0
VWITS_Please update CONNECTversion to 8.2.0.80,1,0.0
VWITS_Please update my VMWare Horizon Client,1,0.0
VWITS_Please update the workspace to a supported version to restore functionality.,1,0.0
"VWITS_Please upgrade Node.js version to the latest stable release (e.g., [18.20.2 / 20.12.2 / 21.7.3 or later])  .Hostname – “vwvithlggn555”",1,0.0
VWITS_Please upload them to location: C:\\Windows\\System32\\drivers\\etc.,1,0.0
VWITS_Pls add me in location DL group .,1,0.0
VWITS_Pls create/grant access to Azure DevOps/GitHub/GitLab or any other SCM/CICD tool for Cloud Infra team under CTIO function.,1,0.0
VWITS_Pls grant devstack access to shankar.mane@volkswagen.co.in,1,0.0
VWITS_Plugin installation in notepad++,1,0.0
VWITS_Poly device camera  is not working in  6 packs meeting room,1,0.0
"VWITS_PostGreSQL(PG Admin 4), Postman 8.2",1,0.0
VWITS_Postgerey not installed properly on system,1,0.0
VWITS_Postman and Dbeaver Installation,1,0.0
VWITS_Power Co Townhall setup in training room,1,0.0
VWITS_Power skill training setup in innovation room,1,0.0
VWITS_Power supply require for new Lenovo laptop,1,0.0
"VWITS_Powershell not Working ,getting error as 'command not recognized.'",1,0.0
VWITS_Prepare monthly governance report for the month Aug 2025.,1,0.0
VWITS_Prile error while configuration of VSC,1,0.0
VWITS_Printer Access Required in Congo VWITS office.,1,0.0
VWITS_Printer Access in my laptop,1,0.0
VWITS_Printer Configuration.,1,0.0
VWITS_Printer Configurations,1,0.0
VWITS_Printer Driver Installation,1,0.0
VWITS_Printer Installation - Gnages,1,0.0
VWITS_Printer Installation for system,1,0.0
"VWITS_Printer Service Down Ganges location - New LAN Port - D-035 , Old LAN port -D-164",1,0.0
VWITS_Printer access,1,0.0
VWITS_Printer access required,1,0.0
VWITS_Printer config in macbook,1,0.0
VWITS_Printer configuration.,1,0.0
VWITS_Printer driver installation,1,0.0
"VWITS_Printer driver installation ,GGN",1,0.0
VWITS_Printer installaTION,1,0.0
VWITS_Printer installation - Ganges,1,0.0
VWITS_Printer installation Congo building 9th floor,1,0.0
VWITS_Printer installation request congo .,1,0.0
VWITS_Printer installtion .,1,0.0
VWITS_Printer not configuration,1,0.0
VWITS_Printer not configure-Ganges,1,0.0
VWITS_Printer on 7th and 6th floor not working in Hudson,1,0.0
VWITS_Printer setup in hudson,1,0.0
VWITS_Printer setup required,1,0.0
VWITS_Privacy screen guard for laptop (HP),1,0.0
VWITS_ProBook \t 5CD1218T1Q   ProBook \t 5CD112M120,1,0.0
VWITS_Profile error while creating profile for VSC,1,0.0
VWITS_Profile image in Teams,1,0.0
VWITS_Profile image in teams,1,0.0
VWITS_Provide COCOA DEVSTACK  Access,1,0.0
VWITS_Provide Colored Printer access to print few colored documents as part of VISA processing,1,0.0
VWITS_Provide Devstack cocoa access to DL: V:VWAG_COCOADEVSTACK_RDR,1,0.0
"VWITS_Provide access for group mail Box: \""itinfrabot@volkswagen.co.in\"" and Shared Path;\""\\\\10.105.152.23\\VWITS-IT-Infra-Automation\""",1,0.0
VWITS_Provide access of KIRA role- V:VWAG_GCCK,1,0.0
VWITS_Provide access to VWITS_VWITS_Cocoa Dev stack,1,0.0
VWITS_Provide below resource for project OB,1,0.0
VWITS_Provide kira role access - VWAG_NBHB_USER,1,0.0
VWITS_Providing AVVC support to the event of the RnR KD Department.,1,0.0
VWITS_Providing support in think hub meeting room for Brand and Regions RnR and AHM in the Gurugram location.,1,0.0
VWITS_Proxy is not working in mac terminal via office internet.,1,0.0
VWITS_Proxy or Firewall issue while accessing Snyk from terminal in office network,1,0.0
"VWITS_Pst backup of Outlook , softwares required on Onedrive",1,0.0
"VWITS_Pulse Board access is not working, account is deactivated",1,0.0
VWITS_Putty app uninstall request,1,0.0
VWITS_Python Installation,1,0.0
VWITS_Python Installation and Environment Value set,1,0.0
VWITS_Python installed from self service portal but not working,1,0.0
"VWITS_Python, Terraform, Git and Visio, Oracle Virtual Box installation on my laptop",1,0.0
VWITS_Query > we wanted to know is there any options (Application) available for physical PKI card certificate access on the ipad ?,1,0.0
VWITS_RA system OS installation for UAM,1,0.0
VWITS_RAD Software Request,1,0.0
VWITS_RAM Upgrade,1,0.0
