Title,Incident_Count
VWITS_PGadmin server not accessible,1
VWITS_PIP needs to be submitted along with the laptop.,1
VWITS_PKI  card slot is not reading the access card due to which I am unable to digitally sign documents,1
VWITS_PKI CARD LETTER  LOST,1
VWITS_PKI CARD LOST,1
VWITS_PKI CARD PIN IS LOCKED,1
VWITS_PKI Car,1
LMS- Gen AI Security Awareness Assessment - Ashutosh Dash,1
VWITS_PKI Card - Received updated PKI card but  unable to mark my attendance,1
LMS- course assign issue,1
"VWITS_PKI Card Damaged as it is not being recognized in any of the system, Chip not working",1
VWITS_PKI Card Holder Nt working,1
VWITS_PKI Card Issue,1
VWITS_PKI Card Issue - There are two PKI accounts linked to my laptop. Gives issue at random.,1
VWITS_PKI Card Issue in recognition,1
VWITS_PKI Card Not Working,1
VWITS_PKI Card PIN access related issue.,1
VWITS_PKI Card PIN issue,1
VWITS_PKI Card Pin Blocked,1
VWITS_PKI Card Signing Issue in pdf document,1
VWITS_PKI Card Slot is not working,1
VWITS_PKI Card Slot issue,1
VWITS_PKI Card Virtual conversion,1
VWITS_PKI Card authentication issue in edge browser,1
VWITS_PKI Card blocked,1
VWITS_PKI Card blocked for Shubham Jain,1
VWITS_PKI Card blocked for colleague,1
VWITS_PKI Card blocked issue,1
"VWITS_PKI Card blocked, Ganges Location",1
VWITS_PKI Card blocked- Congo,1
VWITS_PKI Card blocked-Congo,1
VWITS_PKI Card connected but in portal the card status is not connect showing,1
VWITS_PKI Card error,1
"VWITS_PKI Card got block, not able to login with smart card",1
VWITS_PKI Card has been blocked,1
VWITS_PKI Card has been blocked.,1
VWITS_PKI Card is Damaged,1
LOP Application for Soundarya K N – 105216,1
VWITS_PKI Card is blocked for login/digital signature,1
"VWITS_PKI Card is blocked, please help me to unblock it",1
VWITS_PKI Card is not Working unable Read PKI Card after Inserting,1
VWITS_PKI Card is not detected,1
VWITS_PKI Card is not detecting in the laptop,1
VWITS_PKI Card is not getting detect in the laptop,1
VWITS_PKI Card is not getting detected in system,1
VWITS_PKI Card is not getting detected through card reader,1
VWITS_PKI Card is not getting detected. Please support.,1
VWITS_PKI Card is not reading,1
VWITS_PKI Card is not working,1
"VWITS_PKI Card is not working , it is showing wrong pin",1
LOP marked in attendance sheet,1
VWITS_PKI Card is not working for Deepak Mandalik -190518,1
"VWITS_PKI Card is showing error as \""No Masterrecord\"" while Swipe-IN",1
Ladmin password require for MacOS updation as admin right disable in macbook,1
VWITS_PKI Card issue _ Ganges location,1
VWITS_PKI Card issue and not able to digitally sign the pdf document,1
VWITS_PKI Card lost,1
VWITS_PKI Card mulfunctioning,1
VWITS_PKI Card not being detected.,1
VWITS_PKI Card not detecting,1
VWITS_PKI Card not detecting in system,1
VWITS_PKI Card not responding,1
Laptop fan is not working-GGN,1
VWITS_PKI Card not working -,1
VWITS_PKI Card not working _Ganges,1
VWITS_PKI Card not working.,1
VWITS_PKI Card not working..saying CONNECT SMART CARD ..while smart card already connected,1
Laptop working very slow need to upgrade RAM,1
VWITS_PKI Card pin is blocked,1
VWITS_PKI Card pin issue,1
VWITS_PKI Card pin reset issue,1
"VWITS_PKI Card reader is missing from my workstation placed in AR Lab, Hudson, 5th Floor",1
VWITS_PKI Card reader not working !,1
Launch form for Chinni Venkatesh Grandhi Probation Evaluation,1
VWITS_PKI Card slot is not working,1
VWITS_PKI Card slot not working,1
"VWITS_PKI Card working only with Card Reader, not working with IC card slot in Laptop, could you please provide permeant fix",1
VWITS_PKI Certificate not showing,1
VWITS_PKI Error frequently occurred,1
VWITS_PKI ID Card lost,1
VWITS_PKI ID Card not functional on access doors and punch in and punch out machine at office,1
Launch form for Rajesh Patil Probation Evaluation,1
Learning progress not getting tracked | Mandatory course,1
VWITS_PKI PIN is blocked,1
Leave Balance Clarification Request,1
Leave and WFH Regularization,1
VWITS_PKI Pin code is blocked,1
VWITS_PKI Pin got blocked,1
VWITS_PKI Room telephone is not working,1
VWITS_PKI SC(PKI card reader) connector is not working.| GGN,1
VWITS_PKI Signature PIN Blocked,1
VWITS_PKI Signature PUK is blocked. Unable to sign pdf document,1
VWITS_PKI Slot unable to detect card due to technical glitch,1
VWITS_PKI Smart ID (Virtual PKI card),1
VWITS_PKI System hanging issue,1
"VWITS_PKI card (smart card) not working, it is not getting detected",1
VWITS_PKI card Insertion is not working,1
VWITS_PKI card access,1
Leave and attendance Regularization,1
VWITS_PKI card block - Ganges,1
VWITS_PKI card block issue,1
Leave apply for 7th Aug and 19th Aug,1
"VWITS_PKI card blocked ,",1
VWITS_PKI card blocked - Akshay Aware,1
VWITS_PKI card blocked and didnt accept my passwords.,1
VWITS_PKI card blocked congo,1
VWITS_PKI card blocked due to incorrect password,1
VWITS_PKI card blocked due to incorrect password limit exceeded,1
VWITS_PKI card blocked/GGN,1
VWITS_PKI card connector issue,1
VWITS_PKI card damage.,1
VWITS_PKI card does not detected my system,1
VWITS_PKI card got blocked due to incorrect type passcode,1
VWITS_PKI card has been blocked while adding signature,1
VWITS_PKI card has been blocked.,1
VWITS_PKI card has been broken. I need new PKI card to be issued.,1
VWITS_PKI card has been misplaced. I need a new PKI card,1
VWITS_PKI card id not working,1
VWITS_PKI card is Block issue,1
Leave in SF,1
"VWITS_PKI card is blocked for employee Name - Arnob Mukherjee Employee number - 190729, please help",1
"VWITS_PKI card is blocked, please help me to unblock the card",1
VWITS_PKI card is blocked.(GGN),1
VWITS_PKI card is getting Block At the time of Digital Signature.,1
VWITS_PKI card is not being detected for user,1
"VWITS_PKI card is not being detected on my laptop, whereas it works correctly on other laptops.",1
VWITS_PKI card is not capturing attendance properly,1
VWITS_PKI card is not connecting,1
VWITS_PKI card is not detected in the laptop slot,1
Leave request Regularization,1
VWITS_PKI card is not detecting :- (Manjiri Kshirsagar),1
"VWITS_PKI card is not detecting in Citrix while opening any s/w e.g. SAP GUI, eclipse",1
Leave request from backend || 15-11-2024,1
VWITS_PKI card is not detecting in the PC.,1
VWITS_PKI card is not detecting in the laptop,1
VWITS_PKI card is not detecting on my system,1
VWITS_PKI card is not detecting_User ID: S9N2FR1,1
Locked out,1
VWITS_PKI card is not getting identified after software upgrade in my laptop,1
VWITS_PKI card is not getting read by the laptop,1
VWITS_PKI card is not getting recognized,1
VWITS_PKI card is not getting validated while using the SAP applications,1
"VWITS_PKI card is not identified in my laptop, please check",1
VWITS_PKI card is not recognizable in Laptop due to which I am not able to access VW group site which have 2FA enabled. Please cosider this urgent.,1
Login issue after Win11 upgrade,1
VWITS_PKI card is not working for Emp ID - 105409,1
VWITS_PKI card is not working for MacBook in Congo location,1
VWITS_PKI card is not working in laptop,1
"VWITS_PKI card is not working in laptop, System has been restarted multiple times still facing same error",1
VWITS_PKI card is not working on my laptop,1
VWITS_PKI card is not working while punch in and punch out.,1
MAN - Office Workplace devices - then mic is disable,1
VWITS_PKI card is showing Blocked,1
VWITS_PKI card is throwing error.,1
MacBook login issue,1
VWITS_PKI card issue - Ganges,1
VWITS_PKI card issue congo,1
VWITS_PKI card locked need to unblock my pki card both card pin as well as signature pin need to reset.,1
Mandatory - Conflict of Interest Declaration Survey,1
"VWITS_PKI card needs to be reset, currently not have my PUK code",1
VWITS_PKI card not able to identify,1
VWITS_PKI card not connect,1
VWITS_PKI card not connecting,1
VWITS_PKI card not dectected,1
VWITS_PKI card not deduct in system due to this VPN not working.,1
VWITS_PKI card not detect,1
VWITS_PKI card not detected in laptop,1
VWITS_PKI card not detected.,1
Mandatory - Online Information Security Awareness Refresher | Rev 6 | Assignment,1
Mandatory Training Completion,1
VWITS_PKI card not detecting after windows 11 update .,1
VWITS_PKI card not detecting in machine.,1
VWITS_PKI card not detecting in system,1
VWITS_PKI card not detecting on laptop,1
VWITS_PKI card not detecting to laptop,1
VWITS_PKI card not detecting to laptop- Ganges,1
VWITS_PKI card not getting read by the laptop,1
VWITS_PKI card not inactive.,1
Mandatory Training for General AI Security Awareness,1
"VWITS_PKI card not working - Ganges , SN - 5CD313723J",1
VWITS_PKI card not working - SN -5CD423H09K _ Ganges,1
VWITS_PKI card not working Ganges .,1
VWITS_PKI card not working for door access and for check-in / check-out,1
VWITS_PKI card not working for in out machine swipe.,1
VWITS_PKI card not working for me,1
VWITS_PKI card not working for system login,1
VWITS_PKI card not working in Laptop,1
VWITS_PKI card not working in my laptop,1
Mandatory Training got locked could not finish it,1
VWITS_PKI card not working_Ganges,1
VWITS_PKI card number 99685575 not found on Printer,1
Mandatory Training || Not able to Launch,1
"VWITS_PKI card pin has been blocked, and I don't have envelope.",1
VWITS_PKI card pin letter lost and pin limit has been exceeded due to many attempts which has led to card being blocked. This ticket is raised on the behalf of  Rohit Chavan (tsj9asd),1
VWITS_PKI card port issue,1
VWITS_PKI card port not working,1
VWITS_PKI card reader,1
VWITS_PKI card reader damaged,1
VWITS_PKI card reader is not working in laptop,1
VWITS_PKI card reader issue,1
VWITS_PKI card reader issue happening frequently.,1
Mandatory training completion status,1
VWITS_PKI card reader not working congo -,1
VWITS_PKI card replacement,1
VWITS_PKI card seems to be BLOCKED as per error message,1
VWITS_PKI card showing blocked after entering PIN,1
VWITS_PKI card showing blocked while signing the IMAC document.,1
VWITS_PKI card showing card locked at the time of digital signature,1
VWITS_PKI card sign block - ganges,1
VWITS_PKI card signature PIN blocked.,1
"VWITS_PKI card signature issue , assign to PK",1
VWITS_PKI card slot in HP laptop is not working,1
Mandatory – Gen AI Security Awareness Training,1
VWITS_PKI card slot is not working sometimes it is working and sometimes it is not working,1
VWITS_PKI card slot issue access issue,1
Manual regularisation_Attendance_Dec,1
VWITS_PKI card slot not working but card working fine with external adapter so issue with PKI card slot,1
VWITS_PKI card throws Title missing error for my colleague,1
VWITS_PKI card virtual,1
VWITS_PKI card was not getting detected for VY839MS - Congo,1
VWITS_PKI card was not working,1
VWITS_PKI card was partially blocked not allowing to sign on Adobe.,1
VWITS_PKI certificate show error,1
VWITS_PKI certificate show unknown user for checkpoint VPN,1
Maternity Leave Notification,1
VWITS_PKI certificates Issue,1
VWITS_PKI certificates has been expired,1
Maternity Leave Request,1
VWITS_PKI certificates not getting selected,1
VWITS_PKI issue,1
"VWITS_PKI issue, Please support as it is very urgent",1
VWITS_PKI locked,1
VWITS_PKI not detected,1
"VWITS_PKI not detecting , assign to PK",1
VWITS_PKI not working congo,1
VWITS_PKI pin Block - Ganges,1
VWITS_PKI pin block and remove certificate -,1
Maternity Leaves : Issue in SF,1
"VWITS_PKI pin blocked , assign to PK",1
VWITS_PKI pin blocked - congo - pk,1
VWITS_PKI pin blocked- Congo,1
VWITS_PKI pin is not working --GGN,1
"VWITS_PKI punch ""OUT"" does not work.",1
VWITS_PKI reader is not working,1
VWITS_PKI signature is locked,1
VWITS_PKI signature is not working in Adobe for IMAC form,1
VWITS_PKI slot card is not working on my laptop.,1
VWITS_PKI slot is chnaged in the past by the HP engineer but it is not reading the card.,1
VWITS_PKI slot is not detecting the smart card while inserting inside the laptop slot.,1
Mis-match Leave counts in SuccessFactors,1
VWITS_PKI slot not working--GGN,1
VWITS_PKI slot not working.,1
VWITS_PKI smart Card not working _In Ganges location,1
VWITS_PKi Card lost,1
VWITS_PLease Update the Mail Id with vwgds.in in our Group DL.,1
VWITS_PLease install Mod header extension as it has been removed from browser automatically.,1
VWITS_PLease uninstall Webex  Application,1
"VWITS_POLY P15 Camera device auto zoom need to disable, GGN location",1
VWITS_PPT saving issue,1
"VWITS_PRINTER INSTALLATION,GGN",1
VWITS_PRINTER not working,1
VWITS_PST to be attached to the current outlook,1
VWITS_PTC windchill software unable to download in my system,1
VWITS_PUK Letter is mispaced I want to reset my PKI PIN as PKI card is blocked,1
VWITS_PUK card,1
VWITS_PUK-card pin block,1
VWITS_PULSE Board is not working,1
VWITS_PULSE issue,1
VWITS_Packages are not visible on jfrog platform while set up options.,1
Missed Punch Out Time,1
VWITS_Password Expired,1
VWITS_Password Expired. Need password change,1
"VWITS_Password Login Issue, ggn",1
VWITS_Password Reset,1
"VWITS_Password Reset for Mac Book, as it was expired ans unable to reset by my self.",1
VWITS_Password Reset for Zaggle (VCLAP),1
VWITS_Password expired,1
VWITS_Password expired hence need to change the password,1
"VWITS_Password expired, can not login to system",1
VWITS_Password gets expired,1
VWITS_Password has been expired,1
"VWITS_Password in lz-cli is not working in windows, After changing the password also it is not working. While adding user id and password it is showing, Username / Password incorrect",1
"VWITS_Password in lz-cli is not working, I have changed the password but it is not working. While adding user id and password it is showing, \""Username/ password is incorrect\""",1
"VWITS_Password incorrect issue, kindly reset password and share- EYSX6XJ",1
Missed to punch-out,1
VWITS_Password issue - congo,1
VWITS_Password issue-Ganges location,1
VWITS_Password lock issue,1
Missing Attendance Record in Attendance Report,1
VWITS_Password not working need to change,1
VWITS_Password recovery issue,1
Missing Swipe in/out time,1
"VWITS_Password reset , assign to PK",1
VWITS_Password reset -congo -prasad,1
VWITS_Password reset as its expirse,1
VWITS_Password reset for SAP S/4 HANA Sandbox system,1
VWITS_Password reset for laptop,1
VWITS_Password reset for windows,1
VWITS_Password reset issue,1
VWITS_Password reset issue  of window  AD for Abhiruchi Sharma User,1
"VWITS_Password reset issue for Chauhan, Chitrang Singh, GGN",1
VWITS_Password reset issue.,1
VWITS_Password reset mail not getting generated,1
VWITS_Password reset needed in MACBOOK,1
VWITS_Password reset request for Mac,1
VWITS_Password was not working while logging in to system,1
VWITS_Password window not showing in laptop,1
VWITS_Password_Speak application even though I have WEB UserID and password,1
VWITS_Pay Square,1
VWITS_Payroll name correction  shweta shelke to shweta mohite,1
VWITS_Paysquare application not working,1
"VWITS_Paysquare portal not working, unable to login into portal",1
VWITS_Paysqure Portal is not working,1
VWITS_Pdf document not able to print-Congo,1
VWITS_Pdf not able to sign,1
VWITS_Pdf not able to sign issue- Congo,1
VWITS_Perform iphone hard reset unable to register iphone in VW group,1
"VWITS_Personal WIFI teams and Outlook was working fine. but when I had connected with mobile hotspot its getting connected with VP, but teams and outlook not working",1
VWITS_Physical PKI certificate is not installed on the laptop.,1
VWITS_Pki card block due to incorrect password,1
VWITS_Pki card is working for gate access but it is not getting detected by system .,1
VWITS_Pki card issue _ not showing in Nexus app,1
VWITS_Pki card not working,1
VWITS_Planner app is not at all visible,1
VWITS_Plant and OE name modification,1
VWITS_Pleas eadd me to mail DL : VWVI DL PL VWITS_GGN <VWITS.GGN@volkswagen.co.in>,1
VWITS_Please  note BCD Travels Internet connection is not working,1
VWITS_Please I have VS 2022 access currently. Kindly upgrade it to the VS 2026 for me. (Visual studio 2026) Employee Id- 104995,1
VWITS_Please Install Virtual PKI Card in my system,1
"VWITS_Please Raise Request for SC3 and assign it to 'IT4IT Support VW Group IT Solution’ 'group. For PULSE access , Reporting manager Name Mr. Maharaj Patil",1
VWITS_Please Update latest version of Keepass.,1
VWITS_Please activate International Roaming,1
VWITS_Please activate my virtual checkpoint.,1
VWITS_Please add JDK location in system's PATH variable. Currently it is asking me admin rights.,1
"VWITS_Please add Meshram, Mrutyunjay (VWITS India I-DB-S) <mrutyunjay.meshram@volkswagen.co.in> to DLVWVI DL PL VWITS FIM AMS JAVA <ams.java.team@volkswagen.co.in>",1
VWITS_Please add below Citrix link into my Host file  : https://vwits.scania.com/logon/LogonPoint/index.html,1
VWITS_Please add device in the CDI for intune migration,1
VWITS_Please add me Pune and Gurgaon DL,1
VWITS_Please add me Pune and Gurgoan DL,1
VWITS_Please add me in this group VWVI DL PL VWITS_PUNE,1
VWITS_Please add me to DL: Digital Solutions IN DL People Managers . That I am Product Lead for CoPITo in SDC.,1
VWITS_Please add me to the DL VWVIDLPLGROUPIT_RCC@volkswagen.co.in,1
VWITS_Please add my email in Pune DL mailing list,1
VWITS_Please add my email in Pune DL mailing list. IR30277577 was raised for the same but I still did not receive Diwali Gift Mail.,1
VWITS_Please add my mail id to relevant DL group,1
VWITS_Please add my project smart card in registry editor,1
VWITS_Please add my user to the Bangalore DL : Digital Solutions IN DL BLR <VWITS.BLR@volkswagen.co.in>,1
VWITS_Please add printer to laptop,1
VWITS_Please add the below URL to my hostname : https://vwits.scania.com/vpn/logout.html,1
VWITS_Please add the following URLs to the existing Aisha 2.0 IDP whitelisting list: https://aiknow-kfv-admin.ai.vwgroup.com/ and https://aiknow-kfv.ai.vwgroup.com/,1
"VWITS_Please add this link to hostfile in VW laptop \\\""https://vwits.scania.com/logon/LogonPoint/index.html\\\""",1
VWITS_Please add user AMRGMT6 for the system 10.105.152.169,1
VWITS_Please add work from home for 3rd and 4th Feb and cancel my approved leave from 13 Feb 2026 to 19 Feb 2026,1
VWITS_Please allocate my profile to cocoa devstack so that I can access Confluence,1
VWITS_Please allow me to unzip the files which I receive via mail from Skoda Auto.ssibility to open it with password.,1
VWITS_Please apply the floater leave on 1 Oct,1
Multiple FireEye Alerts on KeePass data exfiltration- VWITS,1
"VWITS_Please assign license ( office 0365 E3 license) on - PA-SERVICE.PowerPlatform.PD-SERVICE.POWERCO_AUDIT@volkswagengroup.onmicrosoft.com,PA-SERVICE.PowerPlatform.PD-SERVICE.PCOSHIFT@volkswagengroup.onmicrosoft.com,PA-SERVICE.PowerPlatform.PD-SERVICE.O",1
VWITS_Please assign mentioned KIRA resource to below associate Name : Chandrashekhar Dhakate ID : WGR99BN   KIRA Resource :-  V:VWAG_NBHB_USER  V:VWAG_VWDMS_USER  V:V-UNIXWOB  V:V-DORIS  V:VWAG_COCOADEVSTACK_RDR  V:VWAG_ALM_USR  VWAG_SERVICECENTER_USER  V,1
"VWITS_Please assign my user: WSR2H4W, same domain(APAC and others) as given to user:-Kunal Damare (User Id:-D226P0))",1
VWITS_Please assign software license for Visio,1
VWITS_Please assign the ticket to RPA: Creation of Role - OYDA - Support and assignment of Two Factor Authentication to this Role,1
"VWITS_Please assign ticket to M365 Basis Infra Support VW Group, CI: O365 TENANT SUPPORT- to assign permissions of secuirty groups as owner and co-owner to Lu Mengting and Abhishek Gupta.History - we have requested forprofessional enviroenment. Got - CO P",1
"VWITS_Please assign ticket to M365 Basis Infra Support VW Group, CI: O365 TENANT SUPPORT- wanted to change the password for service account - pa-service.powerplatform.pd-service.qa-env@volkswagengroup.onmicrosoft.com",1
VWITS_Please assist in configuring printer for my laptop,1
VWITS_Please assist in masking the IP by configuring a proper domain name and enabling secure (HTTPS) access.,1
VWITS_Please assist with the following: DLP Definition Naming Guidelines:,1
"VWITS_Please cancel the myServe RITM7525424 as it's pending in state \""Work in Progress\"" from long time. I don't need the software Chorme anymore.",1
VWITS_Please change my HOD name from i.serve request - RITM13803034,1
VWITS_Please change the Owner for following DL,1
VWITS_Please check REQ11658254. Why my software's are not installed yet.,1
VWITS_Please check my colleague (Naveen Madaan) is not able to raise a ticket via Aisha. After the completion of process all good but there is no email or ticket number generated after that. Please look on priority. Affected user ( Naveen Madaan) User id:,1
VWITS_Please cleanup temp file as my system is working slowly,1
VWITS_Please clear some space from my laptop,1
VWITS_Please configure Iphone,1
VWITS_Please configure color print on my system,1
VWITS_Please configure printer for Congo building in my laptop,1
VWITS_Please configure printer for my laptop,1
VWITS_Please configure printer in my laptop (Print2Me_iDOM2_Mono),1
"VWITS_Please configure printer on my laptop , I am sitting at 9th floor congo building",1
VWITS_Please configure printer to my User ID as i am not able to print,1
NTP server issue- time got changed automatically,1
"VWITS_Please create a new Outlook distribution list as follows:   Name: VWAG VL PRIME Service Escalation Owner: Manali Kulkarni - manali.kulkarni@volkswagen.co.in , and give edit rights to Jens Brill jens.brill@volkswagen.de",1
VWITS_Please create a new folder at this sharedrive \\\\10.105.152.23\\VWITS-IT-Infra-Automation with name as RPA AMS and you can give the folder owner rights to DQ810X3 this id.,1
VWITS_Please create a service ticket for GitHub Copilot License- AIMS Project,1
VWITS_Please create below ticket in SC3.   Assignment Group: GITC BP DevOps AWS Support VW Group Ticket Type: Incident Ticket Description: We have recently created a new production account having no. 851725460746. VPC was deleted and recreated with 23 CID,1
VWITS_Please create once SC3 ticket for Reported CI \\t O365 TENANT SUPPORT   Affected CI \\t O365 TENANT SUPPORT unable to access SharePoint on open shift pod  https://login.microsoftonline.com/36bf0149-5b2b-4158-896d-e409b491f89b/oauth2/v2.0/token  dl-a,1
"VWITS_Please deallocate/disable Jetbrains license for all 3 I-DK-S members mentioned in attached document. Additionally, please deallocate \""Docker \"" license for Ahmad Khwaja. These licenses are not needed.",1
VWITS_Please delete Temp file and cache from my system as disk looks like full. no space. Thanks,1
VWITS_Please delete the below two request from the myserve.,1
VWITS_Please delete the wrongly created confirmation extension form in Success Factor,1
VWITS_Please download Notepad++ in my PC,1
VWITS_Please download POSTMAN application in my Laptop,1
VWITS_Please download latest version of Google Chrome,1
VWITS_Please enable Microsoft Teams for Volkswagen AG.,1
VWITS_Please enable admin access in my replacement laptop.,1
VWITS_Please enable copilot in my browser.,1
VWITS_Please enable teams recording,1
VWITS_Please expedite the status of RR22801635.,1
VWITS_Please extend my user id – DVHF4OB to below roles. 1.cocoa-devstack 2.\tSAP Solution Manager PROD (SOP100),1
VWITS_Please filter the ports,1
Name correction on SF,1
"VWITS_Please find below the list of three vendors (highlighted in red) where incorrect location details have been mentioned in the SCs and POs.  We had input the correct cost center (location) details at the time of raising the SCs. For your reference, I",1
VWITS_Please find the attach CSR files and generate the SSL certificate.,1
VWITS_Please find the attached CSR file and provide the certificate.,1
VWITS_Please find the attached CSR files and provide the certificates.,1
VWITS_Please find the attached screen shots: We are not able to access https://componentrepository.eu-west-1.eu.663b-preprod.int.eu.pp.cloud.vwgroup.com but we are able to access  https://componentrepository.eu-central-1.eu.663b-preprod.int.eu.pp.cloud.vw,1
VWITS_Please fine the attached CSR and provide the certificate.,1
VWITS_Please format system Hostname and redo i.do,1
VWITS_Please free up the laptop space as facing low space issue,1
VWITS_Please get the mailbox created. With below name and email account will have same name.   Attendance Support VWITS India,1
"VWITS_Please grant / provide me virtual access. I need it to access applications like JIRA, etc.",1
VWITS_Please grant Sprint Creation access to JIRA to below user.,1
VWITS_Please grant access for JIRA and Confluence,1
VWITS_Please grant him V:V-B2B-EXPORT and V:V-B2BINT roles in KIRA for Neon project development,1
VWITS_Please grant me the access to MS Teams Recording,1
VWITS_Please grante devstack access to following user:,1
"VWITS_Please guide me to open paysqure portal, need ID and Password, am a new joiner, joined on 12th Dec 2025",1
"VWITS_Please help identify which process is using port 80 on my system and stop/disable it, or free the port so I can use port 80 for my development environment.",1
VWITS_Please help install endpoint central agent on my laptop VWVITHLPUB7812,1
VWITS_Please help me in configuring the printer in my laptop,1
VWITS_Please help me in installing Mozilla Firefox. I need it for development purposes,1
VWITS_Please help me in installing mentioned software,1
VWITS_Please help me install me PKI virtual card for the convinience,1
VWITS_Please help me regularize my attendance for 28th May 2025 for the intime at 11:00AM,1
VWITS_Please help me to enable to Windows Sandbox on my laptop (IIINPUNCLPH0997) and help me to install Redline FireEye.,1
Need Success factor credentials,1
VWITS_Please help me update the Hosts file as per my old laptop. I am moved to Ganges location hence need to get the Hosts file updated too,1
"VWITS_Please help me with applying an Earned Leave of 4th April, 2025.",1
VWITS_Please help me with setting up PhenixID Pocket Pass for Citrix login,1
VWITS_Please help me with the older messages of teams,1
VWITS_Please help to RE - configure printer,1
VWITS_Please help to add below member in Pune group DL ( VWVI DL PL VWITS_PUNE VWVIDLPLGROUPIT_RCC@volkswagen.co.in)   User : abhishek.nikam@volkswagen.co.in DOJ : 29-March-2024 Location : Pune,1
VWITS_Please help to add the certificates.(GGN),1
VWITS_Please help to download SAP GUI latest version 800 in system. Thank you,1
VWITS_Please help to install .Net SDK for free version for development.,1
VWITS_Please help to install virtual Smart card. (GGN),1
VWITS_Please help to launch runTCAdminView.bat from laptop,1
VWITS_Please help to regularize the attendance for 2nd June (In time = 9:30 am). Manager approval attached.,1
VWITS_Please help to reset my Virtual PIN as its showing my security decide is blocked,1
VWITS_Please help to reset my windows password.,1
VWITS_Please help to run command in devstack.(GGN),1
"VWITS_Please help to setup Teams Event , please see the attached mail for reference",1
VWITS_Please help updating my legit number - 00494235,1
"VWITS_Please help us install Azure CLI, Node.js, azure functions core tools",1
VWITS_Please instal Virtual card in my system as i replace my system. Thanks,1
VWITS_Please install 16.9 version of Node js in my machine,1
VWITS_Please install CONNECT Client in My pc,1
VWITS_Please install DB2 visualizer it will be needing to work in my project,1
VWITS_Please install DigiSigner for faster signing of official documents in cooperation with Skoda-Auto\t,1
VWITS_Please install GIT in my system.,1
VWITS_Please install Google Chrome in my system,1
VWITS_Please install JDK,1
"VWITS_Please install JDK21 on system, Need for our application migration.",1
VWITS_Please install KeePass application on my system,1
VWITS_Please install Manage Engine software in my system,1
VWITS_Please install Nexus Smart ID - Personal Desktop App. I would like to use MFA PKI card as a Virtual Smart Card. Thank you,1
VWITS_Please install Oracle client 10g 64 Bit  in my system.,1
VWITS_Please install Oracle client 11g 64 Bit  in my system.,1
VWITS_Please install Oracle client 11g in my system.,1
VWITS_Please install Oracle client 12c 64 Bit  in my system.,1
VWITS_Please install Oracle client 12c in my system.,1
VWITS_Please install Putty in my system,1
VWITS_Please install SAP GUI(version 770) software.,1
VWITS_Please install SAP LOGON 770 in my system. As I am new to the organization and need SAP Logon to access S/4 Hana Sandbox system for hands on experience.,1
VWITS_Please install SAP Launchpad install on laptop,1
VWITS_Please install SAP secure logon client,1
VWITS_Please install Snagit software,1
VWITS_Please install VSC,1
VWITS_Please install VW CONNECT application as i am working on JV CONNECT Project..,1
VWITS_Please install Virtual PKI card on my PC,1
VWITS_Please install Virtual smart card,1
VWITS_Please install Visual Studio 2026 in my machine. Currently Visual Studio 2022 is installed.,1
VWITS_Please install WinSCP,1
"VWITS_Please install \""SAP GUI LATEST VERSION\"".",1
"VWITS_Please install \""TortoiseSVN-1.14.6.29673-x64-svn-1.14.3.msi\"" in my machine  \""VWVITHLPUB4073\"" as this tool is required for CONNECT project",1
VWITS_Please install a HDMI Cable for table WS/139/GGN Monitor.,1
VWITS_Please install me crawlee,1
VWITS_Please install omnissa horizon client on high priority,1
VWITS_Please install or link a printer access to me,1
VWITS_Please install printer on my PC,1
VWITS_Please install putty application in my system,1
VWITS_Please install putty in my system,1
VWITS_Please install putty in my system.,1
"VWITS_Please install software, Barco to access Clickshare in my laptop",1
VWITS_Please install the latest version of Node.js.,1
"VWITS_Please install these applications in my device, Eclipse IDE 4.3.5, Gradle 8.13, PostgreSQL 17, git 2.51.0",1
VWITS_Please install virtual PKI card.,1
VWITS_Please install virtual PKI in my laptop.,1
VWITS_Please install vs code and python library,1
VWITS_Please issue a new PKI card req no. REQ8316407 / RITM12638172,1
"VWITS_Please issue a permanent PKI card, as my previous card has been damaged.",1
VWITS_Please kindly provide keyboard,1
VWITS_Please let me know the status of My R99 Account,1
VWITS_Please login with admin credentials so that new version of software (excel add-in for SAP IBP) can be installed.,1
VWITS_Please make afternoon shift for entire Dec 2025,1
"VWITS_Please make security groups names-CO POWC SEC PowerPlatform AU ProDEV POWERCO_OPSDIG CM_SZ DEV,CO POWC SEC PowerPlatform AU ProDEV POWERCO_OPSDIG CM_SZ TEST,CO POWC SEC Powe",1
VWITS_Please make these classroom trainings available,1
VWITS_Please prove the Power BI Pro License for DLV - I26_114,1
VWITS_Please provide BO access for below assignment groups: “Active Directory Support MTB” “Active Directory Change Manager MTB” “MSAE Support MTB” . I have PD head approval for the same,1
VWITS_Please provide HDMI cable to connect to monitor on temporary basis.,1
VWITS_Please provide HDMI connector to connect my laptop with monitor.,1
VWITS_Please provide KIAR And COCOA resource access for userid A2WG1HG. Please find the attached email for same.,1
VWITS_Please provide KIRA Role for D51TOIR –  V:VWAG_VWDMS_USER V:VWAG_COCOADEVSTACK_RDR,1
VWITS_Please provide KIRA Role for E1RU2RO   KIRA Role –  V:VWAG_VWDMS_USER V:VWAG_COCOADEVSTACK_RDR,1
